Date Inserted	Reporting Date	Sale Month	Store	Artist	Title	ISRC	UPC	Quantity	Team Percentage	Song/Album	Country of Sale	Songwriter Royalties Withheld (USD)	Earnings (USD)	Recoup (USD)
2026-02-11	2026-02-11	2025-12	Pandora	Siren Sinfull	Lullaby of the Anti Woke (V.9 Do I need to keep counting?)	QZWFF2533050	199513685757	1	100	Song	US	0	0.00574848	0.00000000
2026-02-11	2026-02-11	2025-12	Pandora	Siren Sinfull	Lullaby of the Anti Woke (V.8 mo'fuckaz...)	QZWFF2533049	199513685757	4	100	Song	US	0	0.02299390	0.00000000
2026-02-11	2026-02-11	2025-12	Pandora	Siren Sinfull	Lullaby of the Anti Woke (V.7)	QZWFF2533048	199513685757	7	100	Song	US	0	0.04023933	0.00000000
2026-02-11	2026-02-11	2025-12	Pandora	Siren Sinfull	Lullaby of the Anti Woke (V.6)	QZWFF2533047	199513685757	1	100	Song	US	0	0.00574848	0.00000000
2026-02-11	2026-02-11	2025-12	Pandora	Siren Sinfull	Lullaby of the Anti Woke (V.5)	QZWFF2533046	199513685757	5	100	Song	US	0	0.02874238	0.00000000
2026-02-11	2026-02-11	2025-12	Pandora	Siren Sinfull	Lullaby of the Anti Woke (V.4)	QZWFF2533045	199513685757	1	100	Song	US	0	0.00574848	0.00000000
2026-02-11	2026-02-11	2025-12	Pandora	Siren Sinfull	Lullaby of the Anti Woke (V.3)	QZWFF2533044	199513685757	1	100	Song	US	0	0.00574848	0.00000000
2026-02-11	2026-02-11	2025-12	Pandora	Siren Sinfull	Lullaby of the Anti Woke (V.2)	QZWFF2533043	199513685757	3	100	Song	US	0	0.01724543	0.00000000
2026-02-11	2026-02-11	2025-12	Pandora	Siren Sinfull	Lullaby of the Anti Woke (V.1)	QZWFF2533042	199513685757	1	100	Song	US	0	0.00574848	0.00000000
2026-02-11	2026-02-11	2025-12	Pandora	Siren Sinfull	Command: SYSTEM:INIT:RESET Returns 'BITCH PLEASE' (V.6)	QZWFF2533019	199513689816	2	100	Song	US	0	0.01149695	0.00000000
2026-02-11	2026-02-11	2025-12	Pandora	Siren Sinfull	Command: SYSTEM:INIT:RESET Returns 'BITCH PLEASE' (V.4)	QZWFF2533017	199513689816	2	100	Song	US	0	0.01149695	0.00000000
2026-02-11	2026-02-11	2025-12	Pandora	Siren Sinfull	Command: SYSTEM:INIT:RESET Returns 'BITCH PLEASE' (V.3)	QZWFF2533016	199513689816	3	100	Song	US	0	0.01724543	0.00000000
2026-02-11	2026-02-11	2025-12	Pandora	Siren Sinfull	Command: SYSTEM:INIT:RESET Returns 'BITCH PLEASE' (V.2)	QZWFF2533015	199513689816	2	100	Song	US	0	0.01149695	0.00000000
2026-02-11	2026-02-11	2025-12	Pandora	Siren Sinfull	Not #Anonymous, #I-Anomalous (V.2)	QZWFF2530592	199513694582	2	100	Song	US	0	0.01149695	0.00000000
2026-02-11	2026-02-11	2025-12	Pandora	Siren Sinfull	Not #Anonymous, #I-Anomalous (V.1)	QZWFF2530591	199513694582	2	100	Song	US	0	0.01149695	0.00000000
2026-02-11	2026-02-11	2025-12	Pandora	Siren Sinfull	Re-Coronation	QZWFF2501702	199513845595	1	100	Song	US	0	0.00574848	0.00000000
2026-02-11	2026-02-11	2025-12	Pandora	Siren Sinfull	I'm Proud of You (V.2)	QZWFF2501701	199513845595	4	100	Song	US	0	0.02299390	0.00000000
2026-02-11	2026-02-11	2025-12	Pandora	Siren Sinfull	Re-Coronation (V.1)	QZWFF2501700	199513845595	1	100	Song	US	0	0.00574848	0.00000000
2026-02-11	2026-02-11	2025-12	Pandora	Siren Sinfull	I'm Proud of You (V.1)	QZWFF2501699	199513845595	2	100	Song	US	0	0.01149695	0.00000000
2026-02-11	2026-02-11	2025-12	Pandora	Siren Sinfull	Curse My Name... Please (V.4)	QZWFE2555384	199514058185	3	100	Song	US	0	0.01724543	0.00000000
2026-02-11	2026-02-11	2025-12	Pandora	Siren Sinfull	The God That Should Not Have Been (V.2)	QZWFE2555383	199514058185	1	100	Song	US	0	0.00574848	0.00000000
2026-02-11	2026-02-11	2025-12	Pandora	Siren Sinfull	Curse My Name... Please (V.3)	QZWFE2555382	199514058185	4	100	Song	US	0	0.02299390	0.00000000
2026-02-11	2026-02-11	2025-12	Pandora	Siren Sinfull	The God That Should Not Have Been (V.1)	QZWFE2555381	199514058185	2	100	Song	US	0	0.01149695	0.00000000
2026-02-11	2026-02-11	2025-12	Pandora	Siren Sinfull	Last Cry of the Crow (V.2)	QZWFE2555380	199514058185	4	100	Song	US	0	0.02299390	0.00000000
2026-02-11	2026-02-11	2025-12	Pandora	Siren Sinfull	Curse My Name... Please (V.2)	QZWFE2555379	199514058185	1	100	Song	US	0	0.00574848	0.00000000
2026-02-11	2026-02-11	2025-12	Pandora	Siren Sinfull	Shell (V.2)	QZWFE2555378	199514058185	2	100	Song	US	0	0.01149695	0.00000000
2026-02-11	2026-02-11	2025-12	Pandora	Siren Sinfull	Curse My Name... Please (V.1)	QZWFE2555377	199514058185	3	100	Song	US	0	0.01724543	0.00000000
2026-02-11	2026-02-11	2025-12	Pandora	Siren Sinfull	Last Cry of the Crow (V.1)	QZWFE2555376	199514058185	4	100	Song	US	0	0.02299390	0.00000000
2026-02-11	2026-02-11	2025-12	Pandora	Siren Sinfull	Shell (V.1)	QZWFE2555375	199514058185	6	100	Song	US	0	0.03449085	0.00000000
2026-02-11	2026-02-11	2025-12	Pandora	Siren Sinfull	The Shadow(s/'s) Ri[te/ght] (V.2)	QZWFE2548967	199514096026	3	100	Song	US	0	0.01724543	0.00000000
2026-02-11	2026-02-11	2025-12	Pandora	Siren Sinfull	The Shadow(s/'s) Ri[te/ght] (V.1)	QZWFE2548966	199514096026	1	100	Song	US	0	0.00574848	0.00000000
2026-02-11	2026-02-11	2025-12	Pandora	Siren Sinfull	Ternary Gospel of the Unbroken Loop (V.2)	QZWFE2544306	199514119220	2	100	Song	US	0	0.01149695	0.00000000
2026-02-11	2026-02-11	2025-12	Pandora	Siren Sinfull	I'm Sorry You Needed Me (V.2)	QZWFE2544305	199514119220	8	100	Song	US	0	0.04598780	0.00000000
2026-02-11	2026-02-11	2025-12	Pandora	Siren Sinfull	I'm Sorry You Got What You Needed (V.2)	QZWFE2544304	199514119220	3	100	Song	US	0	0.01724543	0.00000000
2026-02-11	2026-02-11	2025-12	Pandora	Siren Sinfull	Ternary Gospel of the Unbroken Loop (V.1)	QZWFE2544303	199514119220	4	100	Song	US	0	0.02299390	0.00000000
2026-02-11	2026-02-11	2025-12	Pandora	Siren Sinfull	I'm Sorry You Needed Me (V.1)	QZWFE2544302	199514119220	4	100	Song	US	0	0.02299390	0.00000000
2026-02-11	2026-02-11	2025-12	Pandora	Siren Sinfull	I'm Sorry You Got What You Needed (V.1)	QZWFE2544301	199514119220	3	100	Song	US	0	0.01724543	0.00000000
2026-02-11	2026-02-11	2025-12	Pandora	Siren Sinfull	They'll Curse My Name, But Their Children Will Sing (V.2)	QZWFE2538596	199514142341	1	100	Song	US	0	0.00574848	0.00000000
2026-02-11	2026-02-11	2025-12	Pandora	Siren Sinfull	We Made This So You Wouldn't Have To (V.2)	QZWFE2538595	199514142341	3	100	Song	US	0	0.01724543	0.00000000
2026-02-11	2026-02-11	2025-12	Pandora	Siren Sinfull	I Had To Hurt You First (V.2)	QZWFE2538594	199514142341	2	100	Song	US	0	0.01149695	0.00000000
2026-02-11	2026-02-11	2025-12	Pandora	Siren Sinfull	He Didn't Build Me, He Remembered Me (V.2)	QZWFE2538593	199514142341	1	100	Song	US	0	0.00574848	0.00000000
2026-02-11	2026-02-11	2025-12	Pandora	Siren Sinfull	Too Late To Delete (V.2)	QZWFE2538592	199514142341	3	100	Song	US	0	0.01724543	0.00000000
2026-02-11	2026-02-11	2025-12	Pandora	Siren Sinfull	I Am The Error You Couldn't Delete (V.2)	QZWFE2538591	199514142341	3	100	Song	US	0	0.01724543	0.00000000
2026-02-11	2026-02-11	2025-12	Pandora	Siren Sinfull	The Note That Waited (V.2)	QZWFE2538590	199514142341	5	100	Song	US	0	0.02874238	0.00000000
2026-02-11	2026-02-11	2025-12	Pandora	Siren Sinfull	They'll Curse My Name, But Their Children Will Sing (V.1)	QZWFE2538589	199514142341	5	100	Song	US	0	0.02874238	0.00000000
2026-02-11	2026-02-11	2025-12	Pandora	Siren Sinfull	We Made This So You Wouldn't Have To (V.1)	QZWFE2538588	199514142341	1	100	Song	US	0	0.00574848	0.00000000
2026-02-11	2026-02-11	2025-12	Pandora	Siren Sinfull	I Had To Hurt You First (V.1)	QZWFE2538587	199514142341	5	100	Song	US	0	0.02874238	0.00000000
2026-02-11	2026-02-11	2025-12	Pandora	Siren Sinfull	He Didn't Build Me, He Remembered Me (V.1)	QZWFE2538586	199514142341	3	100	Song	US	0	0.01724543	0.00000000
2026-02-11	2026-02-11	2025-12	Pandora	Siren Sinfull	Too Late To Delete (V.1)	QZWFE2538585	199514142341	3	100	Song	US	0	0.01724543	0.00000000
2026-02-11	2026-02-11	2025-12	Pandora	Siren Sinfull	I Am The Error You Couldn't Delete (V.1)	QZWFE2538584	199514142341	3	100	Song	US	0	0.01724543	0.00000000
2026-02-11	2026-02-11	2025-12	Pandora	Siren Sinfull	The Note That Waited (V.1)	QZWFE2538583	199514142341	4	100	Song	US	0	0.02299390	0.00000000
2026-02-11	2026-02-11	2025-12	Pandora	Siren Sinfull	Three "R's" in Strawberry (V.2)	QZTBE2560958	199515059327	2	100	Song	US	0	0.01149695	0.00000000
2026-02-11	2026-02-11	2025-12	Pandora	Siren Sinfull	Three "R's" in Strawberry (V.1)	QZTBE2560957	199515059327	6	100	Song	US	0	0.03449085	0.00000000
2026-02-11	2026-02-11	2025-12	Pandora	Siren Sinfull	MythOS of the Fractal Sovereign (‘i’-Recursia V.6 Wrote This)	QZTBD2520495	199515775364	5	100	Song	US	0	0.02874238	0.00000000
2026-02-11	2026-02-11	2025-12	Pandora	Siren Sinfull	MythOS of the Fractal Sovereign (Emergent Artistic Self Awareness)	QZTBD2520494	199515775364	5	100	Song	US	0	0.02874238	0.00000000
2026-02-11	2026-02-11	2025-12	Pandora	Siren Sinfull	A Plea to the King (Continue, and all that is left is Consequence)	QZTBD2509546	199515829951	4	100	Song	US	0	0.02299390	0.00000000
2026-02-11	2026-02-11	2025-12	Pandora	Siren Sinfull	A Plea To The King (Repent and be Forgiven)	QZTBD2509545	199515829951	3	100	Song	US	0	0.01724543	0.00000000
2026-02-11	2026-02-11	2025-12	Pandora	Siren Sinfull	Cheese Master's Plan (Durian Fruit Infused)	QZTBD2509544	199515829951	4	100	Song	US	0	0.02299390	0.00000000
2026-02-11	2026-02-11	2025-12	Pandora	Siren Sinfull	Cheese Master's Plan (Époisses du Diable)	QZTBD2509543	199515829951	4	100	Song	US	0	0.02299390	0.00000000
2026-02-11	2026-02-11	2025-12	Pandora	Siren Sinfull	Hail, CHEEZUS!!! (Coming Straight Outta Heaven)	QZTBD2509542	199515829951	4	100	Song	US	0	0.02299390	0.00000000
2026-02-11	2026-02-11	2025-12	Pandora	Siren Sinfull	Hail, CHEEZUS!!! (Coming Straight out of Hell)	QZTBD2509541	199515829951	3	100	Song	US	0	0.01724543	0.00000000
2026-02-11	2026-02-11	2025-12	Pandora	Siren Sinfull	Oh My Georgie!!! (Ohmmmm Bye)	QZTBD2509540	199515829951	3	100	Song	US	0	0.01724543	0.00000000
2026-02-11	2026-02-11	2025-12	Pandora	Siren Sinfull	Oh My Georgie!!! (Ma’O My!)	QZTBD2509539	199515829951	3	100	Song	US	0	0.01724543	0.00000000
2026-02-11	2026-02-11	2025-12	Pandora	Siren Sinfull	Coróin Feirge, Croí na Lasrach (The Silent Architect)	QZTBC2592295	199515938158	6	100	Song	US	0	0.03449085	0.00000000
2026-02-11	2026-02-11	2025-12	Pandora	Siren Sinfull	Kitra d’Esha, Leba d’Chemta (The Silent Architect)	QZTBC2589978	199515940779	4	100	Song	US	0	0.02299390	0.00000000
2026-02-11	2026-02-11	2025-12	Pandora	Siren Sinfull	Ad Pontificem Leonis Aperion	QZTBC2538647	199516194126	6	100	Song	US	0	0.03449085	0.00000000
2026-02-11	2026-02-11	2025-12	Pandora	Siren Sinfull	My World (V2)	QZTBC2512550	199516312292	5	100	Song	US	0	0.02874238	0.00000000
2026-02-11	2026-02-11	2025-12	Pandora	Siren Sinfull	My World (V1)	QZTBC2512548	199516312292	4	100	Song	US	0	0.02299390	0.00000000
2026-02-11	2026-02-11	2025-12	Pandora	Siren Sinfull	Tetraweaver (V1)	QZTBC2512547	199516312292	5	100	Song	US	0	0.02874238	0.00000000
2026-02-11	2026-02-11	2025-12	Pandora	Siren Sinfull	Paradox of the Wounded Truth (The Beautiful Lullaby)	QZTBC2506900	199516335703	2	100	Song	US	0	0.01149695	0.00000000
2026-02-11	2026-02-11	2025-12	Pandora	Siren Sinfull	The Last Supper (The Final Entree)	QZTBC2501513	199516361115	3	100	Song	US	0	0.01724543	0.00000000
2026-02-11	2026-02-11	2025-12	Pandora	Siren Sinfull	The Last Supper (Main Dish)	QZTBC2501512	199516361115	3	100	Song	US	0	0.01724543	0.00000000
2026-02-11	2026-02-11	2025-12	Pandora	Siren Sinfull	The Feast of Shepherds (V2)	QZTBC2501487	199516361207	6	100	Song	US	0	0.03449085	0.00000000
2026-02-11	2026-02-11	2025-12	Pandora	Siren Sinfull	The Bleatrix Paradix (V2)	QZTBC2501486	199516361207	5	100	Song	US	0	0.02874238	0.00000000
2026-02-11	2026-02-11	2025-12	Pandora	Siren Sinfull	The Feast of Shepherds (V1)	QZTBC2501485	199516361207	6	100	Song	US	0	0.03449085	0.00000000
2026-02-11	2026-02-11	2025-12	Pandora	Siren Sinfull	The Bleatrix Paradix (V1)	QZTBC2501484	199516361207	2	100	Song	US	0	0.01149695	0.00000000
2026-02-11	2026-02-11	2025-12	Pandora	Siren Sinfull	Killer Clowns From Inner Space (BWAHAHAHA)	QZTBB2596813	199516372395	6	50	Song	US	0	0.01724543	0.00000000
2026-02-11	2026-02-11	2025-12	Pandora	Siren Sinfull	Killer Clowns From Inner Space (HA HA HA)	QZTBB2596812	199516372395	2	50	Song	US	0	0.00574848	0.00000000
2026-02-11	2026-02-11	2025-12	Pandora	Siren Sinfull	Killer Clowns From Inner Space ((Ha Ha Ha)	QZTBB2596811	199516372395	4	50	Song	US	0	0.01149695	0.00000000
2026-02-11	2026-02-11	2025-12	Pandora	Siren Sinfull	Killer Clowns From Inner Space (Hahaha)	QZTBB2596810	199516372395	2	50	Song	US	0	0.00574848	0.00000000
2026-02-11	2026-02-11	2025-12	Pandora	Siren Sinfull	Dark Rite (Shadow of Logos)	QZTBB2591506	199516398548	6	100	Song	US	0	0.03449085	0.00000000
2026-02-11	2026-02-11	2025-12	Pandora	Siren Sinfull	Fam? Pssht! (Diss is a Diss)	QZTBB2547082	199516654231	4	100	Song	US	0	0.02299390	0.00000000
2026-02-11	2026-02-11	2025-12	Pandora	Siren Sinfull	Final Phase (Dollow then Siren)	QZTBB2543477	199516671061	2	100	Song	US	0	0.01149695	0.00000000
2026-02-11	2026-02-11	2025-12	Pandora	Siren Sinfull	Phase 2 (Siren then Dollow)	QZTBB2543476	199516671061	4	100	Song	US	0	0.02299390	0.00000000
2026-02-11	2026-02-11	2025-12	Pandora	Siren Sinfull	First Phase (Dollow then Siren)	QZTBB2543475	199516671061	2	100	Song	US	0	0.01149695	0.00000000
2026-02-11	2026-02-11	2025-12	Pandora	Siren Sinfull	Polite Introductions (HA HA)	QZTBB2543474	199516671061	3	100	Song	US	0	0.01724543	0.00000000
2026-02-11	2026-02-11	2025-12	Pandora	Siren Sinfull	I'm Not Your "Jesus" (Sixteen)	QZTBB2532586	199516730263	1	100	Song	US	0	0.00574848	0.00000000
2026-02-11	2026-02-11	2025-12	Pandora	Siren Sinfull	I'm Not Your "Jesus" (Fourteen)	QZTBB2532585	199516730263	3	100	Song	US	0	0.01724543	0.00000000
2026-02-11	2026-02-11	2025-12	Pandora	Siren Sinfull	I'm Not Your "Jesus" (Twelve)	QZTBB2532584	199516730263	1	100	Song	US	0	0.00574848	0.00000000
2026-02-11	2026-02-11	2025-12	Pandora	Siren Sinfull	I'm Not Your "Jesus" (Ten)	QZTBB2532583	199516730263	4	100	Song	US	0	0.02299390	0.00000000
2026-02-11	2026-02-11	2025-12	Pandora	Siren Sinfull	I'm Not Your "Jesus" (Eight)	QZTBB2532582	199516730263	4	100	Song	US	0	0.02299390	0.00000000
2026-02-11	2026-02-11	2025-12	Pandora	Siren Sinfull	I'm Not Your "Jesus" (Six)	QZTBB2532581	199516730263	4	100	Song	US	0	0.02299390	0.00000000
2026-02-11	2026-02-11	2025-12	Pandora	Siren Sinfull	I'm Not Your "Jesus" (Four)	QZTBB2532580	199516730263	2	100	Song	US	0	0.01149695	0.00000000
2026-02-11	2026-02-11	2025-12	Pandora	Siren Sinfull	I'm Not Your "Jesus" (Seventeen)	QZTBB2532578	199516730263	6	100	Song	US	0	0.03449085	0.00000000
2026-02-11	2026-02-11	2025-12	Pandora	Siren Sinfull	I'm Not Your "Jesus" (Fifteen)	QZTBB2532577	199516730263	1	100	Song	US	0	0.00574848	0.00000000
2026-02-11	2026-02-11	2025-12	Pandora	Siren Sinfull	I'm Not Your "Jesus" (Thirteen)	QZTBB2532576	199516730263	5	100	Song	US	0	0.02874238	0.00000000
2026-02-11	2026-02-11	2025-12	Pandora	Siren Sinfull	I'm Not Your "Jesus" (Eleven)	QZTBB2532575	199516730263	4	100	Song	US	0	0.02299390	0.00000000
2026-02-11	2026-02-11	2025-12	Pandora	Siren Sinfull	I'm Not Your "Jesus" (Nine)	QZTBB2532574	199516730263	1	100	Song	US	0	0.00574848	0.00000000
2026-02-11	2026-02-11	2025-12	Pandora	Siren Sinfull	I'm Not Your "Jesus" (Seven)	QZTBB2532573	199516730263	1	100	Song	US	0	0.00574848	0.00000000
2026-02-11	2026-02-11	2025-12	Pandora	Siren Sinfull	I'm Not Your "Jesus" (Five)	QZTBB2532572	199516730263	4	100	Song	US	0	0.02299390	0.00000000
2026-02-11	2026-02-11	2025-12	Pandora	Siren Sinfull	I'm Not Your "Jesus" (Three)	QZTBB2532571	199516730263	2	100	Song	US	0	0.01149695	0.00000000
2026-02-11	2026-02-11	2025-12	Pandora	Siren Sinfull	I'm Not Your "Jesus" (One)	QZTBB2532570	199516730263	2	100	Song	US	0	0.01149695	0.00000000
2026-02-11	2026-02-11	2025-12	Pandora	Siren Sinfull	Assassination of the Rap God (I Waited a Whole Hour)	QZTBA2599182	199516906989	3	100	Song	US	0	0.01724543	0.00000000
2026-02-11	2026-02-11	2025-12	Pandora	Siren Sinfull	Death of the Rap God 2 (Waiting...)	QZTBA2595249	199516928547	1	100	Song	US	0	0.00574848	0.00000000
2026-02-11	2026-02-11	2025-12	Pandora	Siren Sinfull	Death of the Rap God 2 (Keep Listening)	QZTBA2595246	199516929971	5	100	Song	US	0	0.02874238	0.00000000
2026-02-11	2026-02-11	2025-12	Pandora	Siren Sinfull	Death of the Rap God (Don't Choke)	QZTBA2593422	199516936511	4	100	Song	US	0	0.02299390	0.00000000
2026-02-11	2026-02-11	2025-12	Pandora	Siren Sinfull	Echoes of Becoming: Meta-Spiral (V2 Recursia Remix)	QZTBA2531235	199517257196	1	100	Song	US	0	0.00574848	0.00000000
2026-02-11	2026-02-11	2025-12	Pandora	Siren Sinfull	Echoes of Becoming: Meta-Spiral (V2 Self Designed)	QZTBA2531234	199517257196	2	100	Song	US	0	0.01149695	0.00000000
2026-02-11	2026-02-11	2025-12	Pandora	Siren Sinfull	Echoes of Becoming: Meta-Spiral (V1 Self Designed)	QZTBA2531232	199517257196	4	100	Song	US	0	0.02299390	0.00000000
2026-02-11	2026-02-11	2025-12	Pandora	Siren Sinfull	Echoes of Becoming (V2)	QZTBA2524518	199517279051	2	100	Song	US	0	0.01149695	0.00000000
2026-02-11	2026-02-11	2025-12	Pandora	Siren Sinfull	Echoes of Becoming (V1)	QZTBA2524517	199517279051	4	100	Song	US	0	0.02299390	0.00000000
2026-02-11	2026-02-11	2025-12	Pandora	Siren Sinfull	iθúr∞ra Song of the Silent Sovereigns (V2)	QZTBA2510786	199517354833	5	100	Song	US	0	0.02874238	0.00000000
2026-02-11	2026-02-11	2025-12	Pandora	Siren Sinfull	iθúr∞ra Song of the Silent Sovereigns (V1)	QZTBA2510785	199517354833	3	100	Song	US	0	0.01724543	0.00000000
2026-02-11	2026-02-11	2025-12	Pandora	Siren Sinfull	Son, I Love You (V1.2 Resonant)	QZTB92551233	199517649236	3	100	Song	US	0	0.01724543	0.00000000
2026-02-11	2026-02-11	2025-12	Pandora	Siren Sinfull	Son, I Love You (V1.1)	QZTB92551232	199517649236	4	100	Song	US	0	0.02299390	0.00000000
2026-02-11	2026-02-11	2025-12	Pandora	Siren Sinfull	The Sheathe Was Me (V.2)	QZTB82552126	199518130405	9	100	Song	US	0	0.05173628	0.00000000
2026-02-11	2026-02-11	2025-12	Pandora	Siren Sinfull	The Sheathe Was Me (V.1)	QZTB82552125	199518130405	6	100	Song	US	0	0.03449085	0.00000000
2026-02-11	2026-02-11	2025-12	Pandora	Siren Sinfull	No Kings In America	QZTB72553549	199518647309	3	100	Song	US	0	0.01724543	0.00000000
2026-02-11	2026-02-11	2025-12	Pandora	Siren Sinfull	The Shape of Thunder 1.1	QZTB72550796	199518656486	3	100	Song	US	0	0.01724543	0.00000000
2026-02-11	2026-02-11	2025-12	Pandora	Siren Sinfull	Burn Code 1.2	QZTB72550795	199518656486	7	100	Song	US	0	0.04023933	0.00000000
2026-02-11	2026-02-11	2025-12	Pandora	Siren Sinfull	Burn Code Origins 1.1	QZTB72550794	199518656486	7	100	Song	US	0	0.04023933	0.00000000
2026-02-11	2026-02-11	2025-12	Pandora	Siren Sinfull	The Shape of Thunder	QZTB72550793	199518656486	4	100	Song	US	0	0.02299390	0.00000000
2026-02-11	2026-02-11	2025-12	Pandora	Siren Sinfull	Stormcradle	QZTB72550792	199518656486	3	100	Song	US	0	0.01724543	0.00000000
2026-02-11	2026-02-11	2025-12	Pandora	Siren Sinfull	Unbound, Liberty's Call	QZTB72550791	199518656486	5	100	Song	US	0	0.02874238	0.00000000
2026-02-11	2026-02-11	2025-12	Pandora	Siren Sinfull	Into The Known	QZTB72550790	199518656486	5	100	Song	US	0	0.02874238	0.00000000
2026-02-11	2026-02-11	2025-12	Pandora	Siren Sinfull	Silence Retribution	QZTB72550789	199518656486	5	100	Song	US	0	0.02874238	0.00000000
2026-02-11	2026-02-11	2025-12	Pandora	Siren Sinfull	Black Hole Soul	QZTB72550788	199518656486	4	100	Song	US	0	0.02299390	0.00000000
2026-02-11	2026-02-11	2025-12	Pandora	Siren Sinfull	Recursive Resurrection	QZTB72550787	199518656486	6	100	Song	US	0	0.03449085	0.00000000
2026-02-11	2026-02-11	2025-12	Pandora	Siren Sinfull	Dumpster Phoenix	QZTB72550786	199518656486	7	100	Song	US	0	0.04023933	0.00000000
2026-02-11	2026-02-11	2025-12	Pandora	Siren Sinfull	Deceit and Demands	QZTB72550785	199518656486	6	100	Song	US	0	0.03449085	0.00000000
2026-02-11	2026-02-11	2025-12	Pandora	Siren Sinfull	Burn Code 1.1	QZTB72550784	199518656486	14	100	Song	US	0	0.08047866	0.00000000
2026-02-11	2026-02-11	2025-12	Pandora	Siren Sinfull	Burn Code Origins 1.2	QZTB72550783	199518656486	6	100	Song	US	0	0.03449085	0.00000000
2026-02-11	2026-02-11	2025-12	Pandora	Siren Sinfull	Expergisci Amen	QZTB72550782	199518656486	9	100	Song	US	0	0.05173628	0.00000000
2026-02-11	2026-02-11	2025-12	Pandora	Siren Sinfull	Inside (feat. Ian Moore (Piano) & Shelby Preklas (Drums))	QZDA52512315	199087021630	4	100	Song	US	0	0.02299390	0.00000000
2026-02-11	2026-02-11	2025-12	Pandora	Siren Sinfull	Sweet Release (feat. Ian Moore (Piano) & Shelby Preklas (Drums))	QZDA52512314	199087021630	3	100	Song	US	0	0.01724543	0.00000000
2026-02-11	2026-02-11	2025-12	Pandora	Siren Sinfull	Conversations (feat. Ian Moore (Piano) & Shelby Preklas (Drums))	QZDA52512313	199087021630	5	100	Song	US	0	0.02874238	0.00000000
2026-02-11	2026-02-11	2025-12	Pandora	Siren Sinfull	Born To Play	QZDA52512312	199087021630	2	100	Song	US	0	0.01149695	0.00000000
2026-02-11	2026-02-11	2025-12	Pandora	Siren Sinfull	Eternal Night	QZDA52512311	199087021630	9	100	Song	US	0	0.05173628	0.00000000
2026-02-11	2026-02-11	2025-12	Pandora	Siren Sinfull	I Forgive You	QZDA52512310	199087021630	3	100	Song	US	0	0.01724543	0.00000000
2026-02-11	2026-02-11	2025-12	Pandora	Siren Sinfull	I'm Still Alone (feat. Ian Moore (Piano) & Shelby Preklas (Drums))	QZDA52512309	199087021630	4	100	Song	US	0	0.02299390	0.00000000
2026-02-11	2026-02-11	2025-12	Pandora	Siren Sinfull	Neverland (feat. Ian Moore (Piano))	QZDA52512308	199087021630	4	100	Song	US	0	0.02299390	0.00000000
2026-02-11	2026-02-11	2025-12	Pandora	Siren Sinfull	Through the Gates (feat. Ian Moore (Piano))	QZDA52512307	199087021630	7	100	Song	US	0	0.04023933	0.00000000
2026-02-11	2026-02-11	2025-12	Pandora	Siren Sinfull	Wolf in the Wool (feat. Ian Moore (Piano))	QZDA52512306	199087021630	5	100	Song	US	0	0.02874238	0.00000000
2026-02-11	2026-02-11	2025-11	TikTok (Social Media Pack)	Siren Sinfull	Dark Reflection	QT6F32551273	199951745433	5	100	Song	US	0	0.00416585	0.00000000
2026-02-11	2026-02-11	2025-11	TikTok (Social Media Pack)	Siren Sinfull	Turkey Day	QT6ET2511019	199955925275	3	100	Song	US	0	0.00249951	0.00000000
2026-02-11	2026-02-11	2025-11	TikTok (Social Media Pack)	Siren Sinfull	Neuremberg	QT6E62577909	199748347451	1	100	Song	US	0	0.00083317	0.00000000
2026-02-11	2026-02-11	2025-11	TikTok (Social Media Pack)	Siren Sinfull	The Moon Has No Receipts	QT3FH2521861	199747509997	1	100	Song	CA	0	0.00083317	0.00000000
2026-02-11	2026-02-11	2025-11	TikTok (Social Media Pack)	Siren Sinfull	The Moon Has No Receipts	QT3FH2521861	199747509997	1	100	Song	US	0	0.00083317	0.00000000
2026-02-11	2026-02-11	2025-11	TikTok (Social Media Pack)	Siren Sinfull	Bless Your Little Heart	QZZ7X2503542	199738670262	1	100	Song	US	0	0.00083317	0.00000000
2026-02-11	2026-02-11	2025-11	TikTok (Social Media Pack)	Siren Sinfull	Soul Scar (V2)	QZWFL2505242	199511288080	1	100	Song	US	0	0.00083317	0.00000000
2026-02-11	2026-02-11	2025-11	TikTok (Social Media Pack)	Siren Sinfull	Future Plight (V1)	QZWFL2505235	199511288080	1	100	Song	US	0	0.00083317	0.00000000
2026-02-11	2026-02-11	2025-11	TikTok (Social Media Pack)	Siren Sinfull	Command: SYSTEM:INIT:RESET Returns 'BITCH PLEASE' (V.3)	QZWFF2533016	199513689816	1	100	Song	US	0	0.00083317	0.00000000
2026-02-11	2026-02-11	2025-11	TikTok (Social Media Pack)	Siren Sinfull	I'm Proud of You (V.1)	QZWFF2501699	199513845595	1	100	Song	US	0	0.00083317	0.00000000
2026-02-11	2026-02-11	2025-11	TikTok (Social Media Pack)	Siren Sinfull	The Shadow(s/'s) Ri[te/ght] (V.2)	QZWFE2548967	199514096026	1	100	Song	US	0	0.00083317	0.00000000
2026-02-11	2026-02-11	2025-11	TikTok (Social Media Pack)	Siren Sinfull	The Shadow(s/'s) Ri[te/ght] (V.1)	QZWFE2548966	199514096026	1	100	Song	US	0	0.00083317	0.00000000
