Date Inserted	Reporting Date	Sale Month	Store	Artist	Title	ISRC	UPC	Quantity	Team Percentage	Song/Album	Country of Sale	Songwriter Royalties Withheld (USD)	Earnings (USD)	Recoup (USD)
2025-12-23	2025-12-23	2025-11	YouTube (Ads)	Siren Sinfull	Come Get What You Earned (The Talking Dead)	QT6E72586972	199749814204	0	100	Song	US	0	0.00392567	0.00000000
2025-12-23	2025-12-23	2025-11	YouTube (Ads)	Siren Sinfull	Shredded Ice (Slushie)	QT6E72582092	199749843785	2	100	Song	US	0	0.08777450	0.00000000
2025-12-23	2025-12-23	2025-11	YouTube (Ads)	Siren Sinfull	Lap Dog	QT3FH2524858	199747507528	1	100	Song	TH	0	0.00088766	0.00000000
2025-12-23	2025-12-23	2025-11	YouTube (Ads)	Siren Sinfull	Burn With Me Baby	QT3FG2526678	199746258001	1	100	Song	US	0	0.00249648	0.00000000
2025-12-23	2025-12-23	2025-11	YouTube (Ads)	Siren Sinfull	Weep	QT3FG2526676	199746258001	1	100	Song	US	0	0.00340148	0.00000000
2025-12-23	2025-12-23	2025-11	YouTube (Ads)	Siren Sinfull	I Wonder	QT3FG2526672	199746258001	1	100	Song	US	0	0.00280375	0.00000000
2025-12-23	2025-12-23	2025-11	YouTube (Ads)	Siren Sinfull	I Don't	QT3FG2526671	199746258001	1	100	Song	US	0	0.00327069	0.00000000
2025-12-23	2025-12-23	2025-11	YouTube (Ads)	Siren Sinfull	Droppin Bosombs	QT3FG2526668	199746258001	1	100	Song	US	0	0.00977951	0.00000000
2025-12-23	2025-12-23	2025-11	YouTube (Ads)	Siren Sinfull	Collect Call Collect	QT3FG2526667	199746258001	2	100	Song	US	0	0.01049069	0.00000000
2025-12-23	2025-12-23	2025-11	YouTube (Ads)	Siren Sinfull	And then he said… “you’re going back to the asylum,”	QT3FG2526666	199746258001	2	100	Song	US	0	0.00849319	0.00000000
2025-12-23	2025-12-23	2025-11	YouTube (Ads)	Siren Sinfull	Traitors	QT3F62539524	199742716543	15	100	Song	US	0	0.04411573	0.00000000
2025-12-23	2025-12-23	2025-11	YouTube (Ads)	Siren Sinfull	陽浴	QT3F22588567	199740374288	1	100	Song	US	0	0.00872167	0.00000000
2025-12-23	2025-12-23	2025-11	YouTube (Ads)	Siren Sinfull	Enemy/Friend	QT3EX2528607	199738046197	5	100	Song	US	0	0.01965514	0.00000000
2025-12-23	2025-12-23	2025-11	YouTube (Ads)	Siren Sinfull	That Shitbird Don't Fly (V1)	QZZ7Q2569587	199735856355	9	100	Song	US	0	0.08622923	0.00000000
2025-12-23	2025-12-23	2025-11	YouTube (Ads)	Siren Sinfull	Piggy Piggy Piggy (V1)	QZZ7Q2569583	199735856355	1	100	Song	PH	0	0.00055676	0.00000000
2025-12-23	2025-12-23	2025-11	YouTube (Ads)	Siren Sinfull	Piggy Piggy Piggy (V1)	QZZ7Q2569583	199735856355	2	100	Song	US	0	0.01201127	0.00000000
2025-12-23	2025-12-23	2025-11	YouTube (Ads)	Siren Sinfull	Really Not Real (V1)	QZWFL2505234	199511288080	2	100	Song	US	0	0.35869512	0.00000000
2025-12-23	2025-12-23	2025-11	YouTube (Ads)	Siren Sinfull	Fake Me (V1)	QZWFL2505231	199511288080	1	100	Song	US	0	0.00658235	0.00000000
2025-12-23	2025-12-23	2025-11	YouTube (Ads)	Siren Sinfull	Lullaby of the Anti Woke (V.1)	QZWFF2533042	199513685757	1	100	Song	US	0	0.00034929	0.00000000
2025-12-23	2025-12-23	2025-11	YouTube (Ads)	Siren Sinfull	Not #Anonymous, #I-Anomalous (V.1)	QZWFF2530591	199513694582	3	100	Song	US	0	0.02082328	0.00000000
2025-12-23	2025-12-23	2025-11	YouTube (Ads)	Siren Sinfull	They'll Curse My Name, But Their Children Will Sing (V.1)	QZWFE2538589	199514142341	1	100	Song	US	0	0.00324075	0.00000000
2025-12-23	2025-12-23	2025-11	YouTube (Ads)	Siren Sinfull	The Note That Waited (V.1)	QZWFE2538583	199514142341	2	100	Song	US	0	0.00851630	0.00000000
2025-12-23	2025-12-23	2025-11	YouTube (Ads)	Siren Sinfull	Oh My Georgie!!! (Ma’O My!)	QZTBD2509539	199515829951	2	100	Song	US	0	0.00486376	0.00000000
2025-12-23	2025-12-23	2025-11	YouTube (Ads)	Siren Sinfull	Coróin Feirge, Croí na Lasrach (The Silent Architect)	QZTBC2592295	199515938158	2	100	Song	US	0	0.00389783	0.00000000
2025-12-23	2025-12-23	2025-11	YouTube (Ads)	Siren Sinfull	Ad Pontificem Leonis Aperion	QZTBC2538647	199516194126	1	100	Song	US	0	0.00639221	0.00000000
2025-12-23	2025-12-23	2025-11	YouTube (Ads)	Siren Sinfull	Paradox of the Wounded Truth (The Grotesque Dawn)	QZTBC2506901	199516335703	1	100	Song	US	0	0.00811711	0.00000000
2025-12-23	2025-12-23	2025-11	YouTube (Ads)	Siren Sinfull	The Last Supper (The Final Entree)	QZTBC2501513	199516361115	0	100	Song	US	0	0.01040297	0.00000000
2025-12-23	2025-12-23	2025-11	YouTube (Ads)	Siren Sinfull	The Feast of Shepherds (V2)	QZTBC2501487	199516361207	1	100	Song	US	0	0.00044698	0.00000000
2025-12-23	2025-12-23	2025-11	YouTube (Ads)	Siren Sinfull	The Feast of Shepherds (V1)	QZTBC2501485	199516361207	1	100	Song	US	0	0.00425500	0.00000000
2025-12-23	2025-12-23	2025-11	YouTube (Ads)	Siren Sinfull	Dark Rite (Shadow of Logos)	QZTBB2591506	199516398548	3	100	Song	US	0	0.01570111	0.00000000
2025-12-23	2025-12-23	2025-11	YouTube (Ads)	Siren Sinfull	Fam? Pssht! (Diss is a Diss)	QZTBB2547082	199516654231	3	100	Song	US	0	0.05846328	0.00000000
2025-12-23	2025-12-23	2025-11	YouTube (Ads)	Siren Sinfull	Final Phase (Dollow then Siren)	QZTBB2543477	199516671061	1	100	Song	US	0	0.00379436	0.00000000
2025-12-23	2025-12-23	2025-11	YouTube (Ads)	Siren Sinfull	Phase 2 (Siren then Dollow)	QZTBB2543476	199516671061	1	100	Song	US	0	0.00338730	0.00000000
2025-12-23	2025-12-23	2025-11	YouTube (Ads)	Siren Sinfull	First Phase (Dollow then Siren)	QZTBB2543475	199516671061	1	100	Song	US	0	0.00428599	0.00000000
2025-12-23	2025-12-23	2025-11	YouTube (Ads)	Siren Sinfull	I'm Not Your "Jesus" (One)	QZTBB2532570	199516730263	1	100	Song	US	0	0.00363889	0.00000000
2025-12-23	2025-12-23	2025-11	YouTube (Ads)	Siren Sinfull	Assassination of the Rap God (I Waited a Whole Hour)	QZTBA2599182	199516906989	1	100	Song	US	0	0.00390256	0.00000000
2025-12-23	2025-12-23	2025-11	YouTube (Ads)	Siren Sinfull	Death of the Rap God 2 (Waiting...)	QZTBA2595249	199516928547	2	100	Song	US	0	0.00291720	0.00000000
2025-12-23	2025-12-23	2025-11	YouTube (Ads)	Siren Sinfull	The Sheathe Was Me (V.2)	QZTB82552126	199518130405	0	100	Song	US	0	0.00426078	0.00000000
2025-12-23	2025-12-23	2025-11	YouTube (Ads)	Siren Sinfull	The Sheathe Was Me (V.1)	QZTB82552125	199518130405	4	100	Song	US	0	0.03250732	0.00000000
2025-12-23	2025-12-23	2025-11	YouTube (Ads)	Siren Sinfull	Recursive Resurrection	QZTB72550787	199518656486	1	100	Song	US	0	0.00354592	0.00000000
2025-12-23	2025-12-23	2025-11	YouTube (Ads)	Siren Sinfull	Burn Code Origins 1.2	QZTB72550783	199518656486	1	100	Song	US	0	0.01346882	0.00000000
2025-12-23	2025-12-23	2025-11	YouTube (Ads)	Siren Sinfull	Expergisci Amen	QZTB72550782	199518656486	4	100	Song	US	0	0.03207032	0.00000000
2025-12-23	2025-12-23	2025-11	YouTube (Ads)	Siren Sinfull	Sweet Release (feat. Ian Moore (Piano) & Shelby Preklas (Drums))	QZDA52512314	199087021630	2	100	Song	US	0	0.05334584	0.00000000
2025-12-23	2025-12-23	2025-11	YouTube (Ads)	Siren Sinfull	Wolf in the Wool (feat. Ian Moore (Piano))	QZDA52512306	199087021630	0	100	Song	US	0	0.00350915	0.00000000
2025-12-23	2025-12-23	2025-11	YouTube (Ads)	EverFelt	Reach	QZTB32427620	198664774723	6	5	Song	US	0	0.00105196	0.00000000
2025-12-23	2025-12-23	2025-11	YouTube (ContentID)	EverFelt	Reach	QZTB32427620	198664774723	1	5	Song	DE	0	0.00000718	0.00000000
2025-12-18	2025-12-18	2025-10	Amazon Prime (Streaming)	Siren Sinfull	Fuck Me I Guess	QT3FG2526669	199746258001	1	100	Song	US	0	0.00213256	0.00000000
2025-12-18	2025-12-18	2025-10	Amazon Prime (Streaming)	Siren Sinfull	Forty Million Prayers	QT3F22585929	199740386533	1	100	Song	IN	0	0.00073624	0.00000000
2025-12-18	2025-12-18	2025-10	Amazon Prime (Streaming)	Siren Sinfull	Enemy/Friend	QT3EX2528607	199738046197	1	100	Song	US	0	0.00213256	0.00000000
2025-12-18	2025-12-18	2025-10	Amazon Prime (Streaming)	Siren Sinfull	Soul Scar (V2)	QZWFL2505242	199511288080	1	100	Song	MX	0	0.00087917	0.00000000
2025-12-18	2025-12-18	2025-10	Amazon Prime (Streaming)	Siren Sinfull	Fake Me (V2)	QZWFL2505237	199511288080	2	100	Song	US	0	0.00853025	0.00000000
2025-12-18	2025-12-18	2025-10	Amazon Prime (Streaming)	Siren Sinfull	Forward Knowledge (V1)	QZWFL2505232	199511288080	1	100	Song	MX	0	0.00087917	0.00000000
2025-12-18	2025-12-18	2025-10	Amazon Prime (Streaming)	Siren Sinfull	Fake Me (V1)	QZWFL2505231	199511288080	1	100	Song	US	0	0.00213256	0.00000000
2025-12-17	2025-12-17	2025-10	Amazon Prime (Streaming)	Siren Sinfull	Bless Your Little Heart	QZZ7X2503542	199738670262	1	100	Song	DE	0	0.00200622	0.00000000
2025-12-17	2025-12-17	2025-10	Amazon Prime (Streaming)	Siren Sinfull	Piggy Piggy Piggy (V1)	QZZ7Q2569583	199735856355	1	100	Song	GB	0	0.00424154	0.00000000
2025-12-17	2025-12-17	2025-10	Amazon Prime (Streaming)	Siren Sinfull	Fake Me (V2)	QZWFL2505237	199511288080	1	100	Song	GB	0	0.00424154	0.00000000
2025-12-17	2025-12-17	2025-10	Amazon Prime (Streaming)	Siren Sinfull	You're a Green One, Mister Grump!	QZWFJ2572936	199511960054	1	100	Song	JP	0	0.00267722	0.00000000
2025-12-08	2025-12-08	2025-10	Pandora	Siren Sinfull	DTP (2)	QT6E92522378	199749216060	3	100	Song	US	0	0.01694320	0.00000000
2025-12-08	2025-12-08	2025-10	Pandora	Siren Sinfull	DTP (1)	QT6E92522377	199749216060	3	100	Song	US	0	0.01694320	0.00000000
2025-12-08	2025-12-08	2025-10	Pandora	Siren Sinfull	Fractal Shadow Battle (4)	QT6E82544212	199749532696	1	100	Song	US	0	0.00564773	0.00000000
2025-12-08	2025-12-08	2025-10	Pandora	Siren Sinfull	Fractal Shadow Battle (2)	QT6E82544210	199749532696	1	100	Song	US	0	0.00564773	0.00000000
2025-12-08	2025-12-08	2025-10	Pandora	Siren Sinfull	Fractal Shadow Battle (1)	QT6E82544209	199749532696	1	100	Song	US	0	0.00564773	0.00000000
2025-12-08	2025-12-08	2025-10	Pandora	Siren Sinfull	Shredded Ice (Cowards Blood Flavored)	QT6E72582093	199749843785	1	100	Song	US	0	0.00564773	0.00000000
2025-12-08	2025-12-08	2025-10	Pandora	Siren Sinfull	Shredded Ice (Slushie)	QT6E72582092	199749843785	2	100	Song	US	0	0.01129547	0.00000000
2025-12-08	2025-12-08	2025-10	Pandora	Siren Sinfull	Lap Dog	QT3FH2524858	199747507528	12	100	Song	US	0	0.06777281	0.00000000
2025-12-08	2025-12-08	2025-10	Pandora	Siren Sinfull	Burn With Me Baby (V2)	QT3FG2526691	199746258001	4	100	Song	US	0	0.02259094	0.00000000
2025-12-08	2025-12-08	2025-10	Pandora	Siren Sinfull	What If (V2)	QT3FG2526690	199746258001	4	100	Song	US	0	0.02259094	0.00000000
2025-12-08	2025-12-08	2025-10	Pandora	Siren Sinfull	Weep (V2)	QT3FG2526689	199746258001	5	100	Song	US	0	0.02823867	0.00000000
2025-12-08	2025-12-08	2025-10	Pandora	Siren Sinfull	The Axe (V2)	QT3FG2526688	199746258001	4	100	Song	US	0	0.02259094	0.00000000
2025-12-08	2025-12-08	2025-10	Pandora	Siren Sinfull	Lonely Fool (V2)	QT3FG2526687	199746258001	5	100	Song	US	0	0.02823867	0.00000000
2025-12-08	2025-12-08	2025-10	Pandora	Siren Sinfull	I.U.O. (V2)	QT3FG2526686	199746258001	4	100	Song	US	0	0.02259094	0.00000000
2025-12-08	2025-12-08	2025-10	Pandora	Siren Sinfull	I Wonder (V2)	QT3FG2526685	199746258001	5	100	Song	US	0	0.02823867	0.00000000
2025-12-08	2025-12-08	2025-10	Pandora	Siren Sinfull	I Don't (V2)	QT3FG2526684	199746258001	5	100	Song	US	0	0.02823867	0.00000000
2025-12-08	2025-12-08	2025-10	Pandora	Siren Sinfull	Fuck Your Delusions of Slander (V2)	QT3FG2526683	199746258001	4	100	Song	US	0	0.02259094	0.00000000
2025-12-08	2025-12-08	2025-10	Pandora	Siren Sinfull	Fuck Me I Guess (V2)	QT3FG2526682	199746258001	4	100	Song	US	0	0.02259094	0.00000000
2025-12-08	2025-12-08	2025-10	Pandora	Siren Sinfull	Droppin Bosombs (V2)	QT3FG2526681	199746258001	6	100	Song	US	0	0.03388640	0.00000000
2025-12-08	2025-12-08	2025-10	Pandora	Siren Sinfull	Colect Call Collect (V2)	QT3FG2526680	199746258001	5	100	Song	US	0	0.02823867	0.00000000
2025-12-08	2025-12-08	2025-10	Pandora	Siren Sinfull	And then he said… “you’re going back to the asylum,” (V2)	QT3FG2526679	199746258001	6	100	Song	US	0	0.03388640	0.00000000
2025-12-08	2025-12-08	2025-10	Pandora	Siren Sinfull	Burn With Me Baby	QT3FG2526678	199746258001	6	100	Song	US	0	0.03388640	0.00000000
2025-12-08	2025-12-08	2025-10	Pandora	Siren Sinfull	What If	QT3FG2526677	199746258001	7	100	Song	US	0	0.03953414	0.00000000
2025-12-08	2025-12-08	2025-10	Pandora	Siren Sinfull	Weep	QT3FG2526676	199746258001	7	100	Song	US	0	0.03953414	0.00000000
2025-12-08	2025-12-08	2025-10	Pandora	Siren Sinfull	The Axe	QT3FG2526675	199746258001	7	100	Song	US	0	0.03953414	0.00000000
2025-12-08	2025-12-08	2025-10	Pandora	Siren Sinfull	Lonely Fool	QT3FG2526674	199746258001	10	100	Song	US	0	0.05647734	0.00000000
2025-12-08	2025-12-08	2025-10	Pandora	Siren Sinfull	I.U.O.	QT3FG2526673	199746258001	9	100	Song	US	0	0.05082961	0.00000000
2025-12-08	2025-12-08	2025-10	Pandora	Siren Sinfull	I Wonder	QT3FG2526672	199746258001	9	100	Song	US	0	0.05082961	0.00000000
2025-12-08	2025-12-08	2025-10	Pandora	Siren Sinfull	I Don't	QT3FG2526671	199746258001	12	100	Song	US	0	0.06777281	0.00000000
2025-12-08	2025-12-08	2025-10	Pandora	Siren Sinfull	Fuck Your Delusions of Slander	QT3FG2526670	199746258001	7	100	Song	US	0	0.03953414	0.00000000
2025-12-08	2025-12-08	2025-10	Pandora	Siren Sinfull	Fuck Me I Guess	QT3FG2526669	199746258001	7	100	Song	US	0	0.03953414	0.00000000
2025-12-08	2025-12-08	2025-10	Pandora	Siren Sinfull	Droppin Bosombs	QT3FG2526668	199746258001	7	100	Song	US	0	0.03953414	0.00000000
2025-12-08	2025-12-08	2025-10	Pandora	Siren Sinfull	Collect Call Collect	QT3FG2526667	199746258001	7	100	Song	US	0	0.03953414	0.00000000
2025-12-08	2025-12-08	2025-10	Pandora	Siren Sinfull	And then he said… “you’re going back to the asylum,”	QT3FG2526666	199746258001	12	100	Song	US	0	0.06777281	0.00000000
2025-12-08	2025-12-08	2025-10	Pandora	Siren Sinfull	The Worm	QT3FF2548940	199746381464	1	100	Song	US	0	0.00564773	0.00000000
2025-12-08	2025-12-08	2025-10	Pandora	Siren Sinfull	Traitors	QT3F62539524	199742716543	2	100	Song	US	0	0.01129547	0.00000000
2025-12-08	2025-12-08	2025-10	Pandora	Siren Sinfull	Ouroboros	QT3F42530273	199741720978	2	100	Song	US	0	0.01129547	0.00000000
2025-12-08	2025-12-08	2025-10	Pandora	Siren Sinfull	Opera of the Damned	QT3F42530189	199741721418	2	100	Song	US	0	0.01129547	0.00000000
2025-12-08	2025-12-08	2025-10	Pandora	Siren Sinfull	Walked Like A Bitch	QT3F22597302	199740337801	1	100	Song	US	0	0.00564773	0.00000000
2025-12-08	2025-12-08	2025-10	Pandora	Siren Sinfull	陽浴	QT3F22588567	199740374288	1	100	Song	US	0	0.00564773	0.00000000
2025-12-08	2025-12-08	2025-10	Pandora	Siren Sinfull	Forty Million Prayers	QT3F22585929	199740386533	3	100	Song	US	0	0.01694320	0.00000000
2025-12-08	2025-12-08	2025-10	Pandora	Siren Sinfull	Enemy/Friend	QT3EX2528607	199738046197	2	100	Song	US	0	0.01129547	0.00000000
2025-12-08	2025-12-08	2025-10	Pandora	Siren Sinfull	Goodbye Dictator	QZZ7X2581548	199738261958	2	100	Song	US	0	0.01129547	0.00000000
2025-12-08	2025-12-08	2025-10	Pandora	Siren Sinfull	Animals Will Farm	QZZ7X2516099	199738597958	2	100	Song	US	0	0.01129547	0.00000000
2025-12-08	2025-12-08	2025-10	Pandora	Siren Sinfull	Bless Your Little Heart	QZZ7X2503542	199738670262	2	100	Song	US	0	0.01129547	0.00000000
2025-12-08	2025-12-08	2025-10	Pandora	Siren Sinfull	Exposed	QZZ7V2559174	199737417141	4	100	Song	US	0	0.02259094	0.00000000
2025-12-08	2025-12-08	2025-10	Pandora	Siren Sinfull	Lists	QZZ7V2517296	199737624518	1	100	Song	US	0	0.00564773	0.00000000
2025-12-08	2025-12-08	2025-10	Pandora	Siren Sinfull	They Gonna	QZZ7V2513280	199737642468	2	100	Song	US	0	0.01129547	0.00000000
2025-12-08	2025-12-08	2025-10	Pandora	Siren Sinfull	We Can Tell	QZZ7V2509800	199737653259	2	100	Song	US	0	0.01129547	0.00000000
2025-12-08	2025-12-08	2025-10	Pandora	Siren Sinfull	Still On That List	QZZ7V2509728	199737658254	1	100	Song	US	0	0.00564773	0.00000000
2025-12-08	2025-12-08	2025-10	Pandora	Siren Sinfull	Demonize Me	QZZ7V2507802	199737663128	2	100	Song	US	0	0.01129547	0.00000000
2025-12-08	2025-12-08	2025-10	Pandora	Siren Sinfull	Prayer to Balance (V1)	QZZ7U2582009	199737776781	1	100	Song	US	0	0.00564773	0.00000000
2025-12-08	2025-12-08	2025-10	Pandora	Siren Sinfull	That Shitbird Don't Fly (V2)	QZZ7Q2569594	199735856355	1	100	Song	US	0	0.00564773	0.00000000
2025-12-08	2025-12-08	2025-10	Pandora	Siren Sinfull	You On That List Too (V2)	QZZ7Q2569593	199735856355	1	100	Song	US	0	0.00564773	0.00000000
2025-12-08	2025-12-08	2025-10	Pandora	Siren Sinfull	Two Wings One Shitbird (V2)	QZZ7Q2569592	199735856355	1	100	Song	US	0	0.00350000	0.00000000
2025-12-08	2025-12-08	2025-10	Pandora	Siren Sinfull	Two Wings One Shitbird (V2)	QZZ7Q2569592	199735856355	1	100	Song	US	0	0.00564773	0.00000000
2025-12-08	2025-12-08	2025-10	Pandora	Siren Sinfull	Oink Oink Motherfucker (V2)	QZZ7Q2569591	199735856355	2	100	Song	US	0	0.00700000	0.00000000
2025-12-08	2025-12-08	2025-10	Pandora	Siren Sinfull	Piggy Piggy Piggy (V2)	QZZ7Q2569590	199735856355	1	100	Song	US	0	0.00350000	0.00000000
2025-12-08	2025-12-08	2025-10	Pandora	Siren Sinfull	Piggy Piggy Piggy (V2)	QZZ7Q2569590	199735856355	2	100	Song	US	0	0.01129547	0.00000000
2025-12-08	2025-12-08	2025-10	Pandora	Siren Sinfull	Tall Tales (V1)	QZZ7Q2569589	199735856355	2	100	Song	US	0	0.00700000	0.00000000
2025-12-08	2025-12-08	2025-10	Pandora	Siren Sinfull	Tall Tales (V1)	QZZ7Q2569589	199735856355	1	100	Song	US	0	0.00564773	0.00000000
2025-12-08	2025-12-08	2025-10	Pandora	Siren Sinfull	The Talking Dead (V1)	QZZ7Q2569588	199735856355	2	100	Song	US	0	0.00700000	0.00000000
2025-12-08	2025-12-08	2025-10	Pandora	Siren Sinfull	The Talking Dead (V1)	QZZ7Q2569588	199735856355	2	100	Song	US	0	0.01129547	0.00000000
2025-12-08	2025-12-08	2025-10	Pandora	Siren Sinfull	That Shitbird Don't Fly (V1)	QZZ7Q2569587	199735856355	2	100	Song	US	0	0.00700000	0.00000000
2025-12-08	2025-12-08	2025-10	Pandora	Siren Sinfull	That Shitbird Don't Fly (V1)	QZZ7Q2569587	199735856355	4	100	Song	US	0	0.02259094	0.00000000
2025-12-08	2025-12-08	2025-10	Pandora	Siren Sinfull	You On That List Too (V1)	QZZ7Q2569586	199735856355	2	100	Song	US	0	0.00700000	0.00000000
2025-12-08	2025-12-08	2025-10	Pandora	Siren Sinfull	You On That List Too (V1)	QZZ7Q2569586	199735856355	1	100	Song	US	0	0.00564773	0.00000000
2025-12-08	2025-12-08	2025-10	Pandora	Siren Sinfull	Two Wings One Shitbird (V1)	QZZ7Q2569585	199735856355	4	100	Song	US	0	0.01400000	0.00000000
2025-12-08	2025-12-08	2025-10	Pandora	Siren Sinfull	Two Wings One Shitbird (V1)	QZZ7Q2569585	199735856355	6	100	Song	US	0	0.03388640	0.00000000
2025-12-08	2025-12-08	2025-10	Pandora	Siren Sinfull	Oink Oink Motherfucker (V1)	QZZ7Q2569584	199735856355	5	100	Song	US	0	0.01750000	0.00000000
2025-12-08	2025-12-08	2025-10	Pandora	Siren Sinfull	Oink Oink Motherfucker (V1)	QZZ7Q2569584	199735856355	16	100	Song	US	0	0.09036374	0.00000000
2025-12-08	2025-12-08	2025-10	Pandora	Siren Sinfull	Piggy Piggy Piggy (V1)	QZZ7Q2569583	199735856355	8	100	Song	US	0	0.02800000	0.00000000
2025-12-08	2025-12-08	2025-10	Pandora	Siren Sinfull	Piggy Piggy Piggy (V1)	QZZ7Q2569583	199735856355	2	100	Song	US	0	0.01129547	0.00000000
2025-12-08	2025-12-08	2025-10	Pandora	Siren Sinfull	What the Wind Said to the Stone (V2)	QZZ7L2557828	199733914910	2	100	Song	US	0	0.01129547	0.00000000
2025-12-08	2025-12-08	2025-10	Pandora	Siren Sinfull	Of Lace and Mourning Doves (V2)	QZZ7L2557825	199733914910	5	100	Song	US	0	0.02823867	0.00000000
2025-12-08	2025-12-08	2025-10	Pandora	Siren Sinfull	A Veil in the Nave (V2)	QZZ7L2557822	199733914910	1	100	Song	US	0	0.00564773	0.00000000
2025-12-08	2025-12-08	2025-10	Pandora	Siren Sinfull	In the Absence of Echo (V2)	QZZ7L2557821	199733914910	2	100	Song	US	0	0.01129547	0.00000000
2025-12-08	2025-12-08	2025-10	Pandora	Siren Sinfull	What the Wind Said to the Stone (V1)	QZZ7L2557820	199733914910	1	100	Song	US	0	0.00564773	0.00000000
2025-12-08	2025-12-08	2025-10	Pandora	Siren Sinfull	The Bell That No Longer Tolls (V1)	QZZ7L2557819	199733914910	1	100	Song	US	0	0.00564773	0.00000000
2025-12-08	2025-12-08	2025-10	Pandora	Siren Sinfull	Letters to No One (V1)	QZZ7L2557818	199733914910	3	100	Song	US	0	0.01694320	0.00000000
2025-12-08	2025-12-08	2025-10	Pandora	Siren Sinfull	Of Lace and Mourning Doves (V1)	QZZ7L2557817	199733914910	2	100	Song	US	0	0.01129547	0.00000000
2025-12-08	2025-12-08	2025-10	Pandora	Siren Sinfull	Velouria Sleeps Beneath the Choir (V1)	QZZ7L2557816	199733914910	1	100	Song	US	0	0.00564773	0.00000000
2025-12-08	2025-12-08	2025-10	Pandora	Siren Sinfull	The Bride Wore Ash (V1)	QZZ7L2557815	199733914910	1	100	Song	US	0	0.00564773	0.00000000
2025-12-08	2025-12-08	2025-10	Pandora	Siren Sinfull	A Veil in the Nave (V1)	QZZ7L2557814	199733914910	2	100	Song	US	0	0.01129547	0.00000000
2025-12-08	2025-12-08	2025-10	Pandora	Siren Sinfull	In the Absence of Echo (V1)	QZZ7L2557813	199733914910	3	100	Song	US	0	0.01694320	0.00000000
2025-12-08	2025-12-08	2025-10	Pandora	Siren Sinfull	The Silence Listens	QZZ7L2545363	199733925299	2	100	Song	US	0	0.01129547	0.00000000
2025-12-08	2025-12-08	2025-10	Pandora	Siren Sinfull	Recursive Self Reflection	QZZ7L2545362	199733925299	3	100	Song	US	0	0.01694320	0.00000000
2025-12-08	2025-12-08	2025-10	Pandora	Siren Sinfull	Embarrassment	QZZ7L2545359	199733925299	1	100	Song	US	0	0.00564773	0.00000000
2025-12-08	2025-12-08	2025-10	Pandora	Siren Sinfull	Criminal	QZZ7L2525554	199732034466	23	100	Song	US	0	0.12989788	0.00000000
2025-12-08	2025-12-08	2025-10	Pandora	Siren Sinfull	Birthday Rain (V1)	QZWFQ2500901	199509310212	1	100	Song	US	0	0.00564773	0.00000000
2025-12-08	2025-12-08	2025-10	Pandora	Siren Sinfull	TO: MNM (FROM: GOS) (You Rang?)	QZWFP2598887	199509312001	1	100	Song	US	0	0.00564773	0.00000000
2025-12-08	2025-12-08	2025-10	Pandora	Siren Sinfull	Path to Hell (V2)	QZWFM2564295	199510493898	4	100	Song	US	0	0.02259094	0.00000000
2025-12-08	2025-12-08	2025-10	Pandora	Siren Sinfull	Every Soul (V2)	QZWFM2564294	199510493898	3	100	Song	US	0	0.01694320	0.00000000
2025-12-08	2025-12-08	2025-10	Pandora	Siren Sinfull	Nowhere Left to Go (V2)	QZWFM2564293	199510493898	1	100	Song	US	0	0.00564773	0.00000000
2025-12-08	2025-12-08	2025-10	Pandora	Siren Sinfull	My Heart's Song (V2)	QZWFM2564292	199510493898	2	100	Song	US	0	0.01129547	0.00000000
2025-12-08	2025-12-08	2025-10	Pandora	Siren Sinfull	Carousel (V2)	QZWFM2564291	199510493898	1	100	Song	US	0	0.00564773	0.00000000
2025-12-08	2025-12-08	2025-10	Pandora	Siren Sinfull	The Mountain Path (V2)	QZWFM2564290	199510493898	1	100	Song	US	0	0.00564773	0.00000000
2025-12-08	2025-12-08	2025-10	Pandora	Siren Sinfull	Path to Hell (V1)	QZWFM2564289	199510493898	2	100	Song	US	0	0.01129547	0.00000000
2025-12-08	2025-12-08	2025-10	Pandora	Siren Sinfull	Every Soul (V1)	QZWFM2564288	199510493898	3	100	Song	US	0	0.01694320	0.00000000
2025-12-08	2025-12-08	2025-10	Pandora	Siren Sinfull	Nowhere Left to Go (V1)	QZWFM2564287	199510493898	4	100	Song	US	0	0.02259094	0.00000000
2025-12-08	2025-12-08	2025-10	Pandora	Siren Sinfull	My Heart's Song (V1)	QZWFM2564286	199510493898	3	100	Song	US	0	0.01694320	0.00000000
2025-12-08	2025-12-08	2025-10	Pandora	Siren Sinfull	Carousel (V1)	QZWFM2564285	199510493898	4	100	Song	US	0	0.02259094	0.00000000
2025-12-08	2025-12-08	2025-10	Pandora	Siren Sinfull	The Mountain Path (V1)	QZWFM2564284	199510493898	4	100	Song	US	0	0.02259094	0.00000000
2025-12-08	2025-12-08	2025-10	Pandora	Siren Sinfull	Soul Scar (V2)	QZWFL2505242	199511288080	1	100	Song	US	0	0.00564773	0.00000000
2025-12-08	2025-12-08	2025-10	Pandora	Siren Sinfull	Forward Knowledge (V2)	QZWFL2505238	199511288080	2	100	Song	US	0	0.01129547	0.00000000
2025-12-08	2025-12-08	2025-10	Pandora	Siren Sinfull	Soul Scar (V1)	QZWFL2505236	199511288080	1	100	Song	US	0	0.00564773	0.00000000
